1,./aligned-images/hilary klinton/2.png
1,./aligned-images/hilary klinton/9.png
1,./aligned-images/hilary klinton/8.png
1,./aligned-images/hilary klinton/0.png
1,./aligned-images/hilary klinton/3.png
1,./aligned-images/hilary klinton/4.png
1,./aligned-images/hilary klinton/7.png
1,./aligned-images/hilary klinton/1.png
1,./aligned-images/hilary klinton/6.png
1,./aligned-images/hilary klinton/5.png
2,./aligned-images/aishwrya/4.png
2,./aligned-images/aishwrya/1.png
2,./aligned-images/aishwrya/6.png
2,./aligned-images/aishwrya/14.png
2,./aligned-images/aishwrya/5.png
2,./aligned-images/aishwrya/3.png
2,./aligned-images/aishwrya/0.png
2,./aligned-images/aishwrya/2.png
3,./aligned-images/Irfan/irfan+khan+7.png
3,./aligned-images/Irfan/irfan+khan+6.png
3,./aligned-images/Irfan/irfan+khan+1.png
3,./aligned-images/Irfan/irfan+khan+8.png
3,./aligned-images/Irfan/irfan+khan+11.png
3,./aligned-images/Irfan/irfan+khan+0.png
3,./aligned-images/Irfan/irfan+khan+3.png
3,./aligned-images/Irfan/irfan+khan+5.png
3,./aligned-images/Irfan/irfan+khan+9.png
3,./aligned-images/Irfan/irfan+khan+10.png
3,./aligned-images/Irfan/irfan+khan+2.png
3,./aligned-images/Irfan/irfan+khan+4.png
4,./aligned-images/deepika padukone/3.png
4,./aligned-images/deepika padukone/12.png
4,./aligned-images/deepika padukone/6.png
4,./aligned-images/deepika padukone/4.png
4,./aligned-images/deepika padukone/0.png
4,./aligned-images/deepika padukone/13.png
4,./aligned-images/deepika padukone/5.png
4,./aligned-images/deepika padukone/14.png
4,./aligned-images/deepika padukone/2.png
4,./aligned-images/deepika padukone/8.png
4,./aligned-images/deepika padukone/1.png
4,./aligned-images/deepika padukone/9.png
4,./aligned-images/deepika padukone/10.png
4,./aligned-images/deepika padukone/7.png
4,./aligned-images/deepika padukone/11.png
5,./aligned-images/sachine/10.png
5,./aligned-images/sachine/6.png
5,./aligned-images/sachine/12.png
5,./aligned-images/sachine/4.png
5,./aligned-images/sachine/11.png
5,./aligned-images/sachine/1.png
5,./aligned-images/sachine/0.png
5,./aligned-images/sachine/14.png
5,./aligned-images/sachine/2.png
5,./aligned-images/sachine/13.png
5,./aligned-images/sachine/9.png
5,./aligned-images/sachine/5.png
5,./aligned-images/sachine/8.png
5,./aligned-images/sachine/3.png
5,./aligned-images/sachine/7.png
6,./aligned-images/sunder pichai/0.png
6,./aligned-images/sunder pichai/12.png
6,./aligned-images/sunder pichai/10.png
6,./aligned-images/sunder pichai/11.png
6,./aligned-images/sunder pichai/7.png
6,./aligned-images/sunder pichai/5.png
6,./aligned-images/sunder pichai/1.png
6,./aligned-images/sunder pichai/3.png
6,./aligned-images/sunder pichai/4.png
6,./aligned-images/sunder pichai/8.png
6,./aligned-images/sunder pichai/6.png
6,./aligned-images/sunder pichai/9.png
6,./aligned-images/sunder pichai/13.png
6,./aligned-images/sunder pichai/2.png
6,./aligned-images/sunder pichai/14.png
7,./aligned-images/bill gated/11.png
7,./aligned-images/bill gated/5.png
7,./aligned-images/bill gated/2.png
7,./aligned-images/bill gated/10.png
7,./aligned-images/bill gated/12.png
7,./aligned-images/bill gated/7.png
7,./aligned-images/bill gated/0.png
7,./aligned-images/bill gated/9.png
7,./aligned-images/bill gated/1.png
7,./aligned-images/bill gated/6.png
7,./aligned-images/bill gated/13.png
7,./aligned-images/bill gated/8.png
7,./aligned-images/bill gated/3.png
7,./aligned-images/bill gated/4.png
8,./aligned-images/obama/7.png
8,./aligned-images/obama/1.png
8,./aligned-images/obama/14.png
8,./aligned-images/obama/3.png
8,./aligned-images/obama/10.png
8,./aligned-images/obama/4.png
8,./aligned-images/obama/5.png
8,./aligned-images/obama/9.png
8,./aligned-images/obama/13.png
8,./aligned-images/obama/12.png
8,./aligned-images/obama/11.png
8,./aligned-images/obama/2.png
8,./aligned-images/obama/0.png
8,./aligned-images/obama/8.png
9,./aligned-images/aamir khan/7.png
9,./aligned-images/aamir khan/13.png
9,./aligned-images/aamir khan/12.png
9,./aligned-images/aamir khan/2.png
9,./aligned-images/aamir khan/4.png
9,./aligned-images/aamir khan/5.png
9,./aligned-images/aamir khan/10.png
9,./aligned-images/aamir khan/1.png
9,./aligned-images/aamir khan/0.png
9,./aligned-images/aamir khan/9.png
9,./aligned-images/aamir khan/14.png
9,./aligned-images/aamir khan/11.png
9,./aligned-images/aamir khan/8.png
9,./aligned-images/aamir khan/3.png
9,./aligned-images/aamir khan/6.png
10,./aligned-images/srk/1.png
10,./aligned-images/srk/12.png
10,./aligned-images/srk/8.png
10,./aligned-images/srk/4.png
10,./aligned-images/srk/11.png
10,./aligned-images/srk/3.png
10,./aligned-images/srk/9.png
10,./aligned-images/srk/13.png
10,./aligned-images/srk/6.png
10,./aligned-images/srk/2.png
10,./aligned-images/srk/5.png
10,./aligned-images/srk/10.png
10,./aligned-images/srk/0.png
